Plot,Sowing_Date,Harvest_Date,Yield,Latitude,Longitude,polygon_wkt
AEA124,25/05/2023,,5.75,12.9783,103.25598,"POLYGON ((103.25581691110538 12.978151409004093, 103.25571162001847 12.978143049843467, 103.2556498023135 12.978148148724822, 103.25566332933465 12.978186110787535, 103.25575812626455 12.978468376409571, 103.25593130623301 12.978477190867634, 103.25632585468648 12.978522693294781, 103.256375311966 12.978301564746792, 103.25581691110538 12.978151409004093))"
AEA124,25/05/2024,17/01/2025,8.57,12.97831,103.25595,"POLYGON ((103.25581691110538 12.978151409004093, 103.25571162001847 12.978143049843467, 103.2556498023135 12.978148148724822, 103.25566332933465 12.978186110787535, 103.25575812626455 12.978468376409571, 103.25593130623301 12.978477190867634, 103.25632585468648 12.978522693294781, 103.256375311966 12.978301564746792, 103.25581691110538 12.978151409004093))"
AEA124,30/09/2023,25/12/2023,6,12.9783,103.25598,"POLYGON ((103.25581691110538 12.978151409004093, 103.25571162001847 12.978143049843467, 103.2556498023135 12.978148148724822, 103.25566332933465 12.978186110787535, 103.25575812626455 12.978468376409571, 103.25593130623301 12.978477190867634, 103.25632585468648 12.978522693294781, 103.256375311966 12.978301564746792, 103.25581691110538 12.978151409004093))"
AEA125,12/10/2023,02/01/2024,5.58,12.94788,103.27486,"POLYGON ((103.27409865978623 12.948035028314612, 103.27410894058556 12.948036594745222, 103.2747025817161 12.948130429929268, 103.27518993792393 12.948176704179485, 103.27518702255463 12.94824604084261, 103.27507228943487 12.948486582159019, 103.27500394199964 12.948629874259018, 103.2750351458458 12.948701828324342, 103.27540312684808 12.948732962658987, 103.2754499638962 12.948659133459158, 103.27590278586526 12.948645515699308, 103.27616699555313 12.948637569729422, 103.27620007422985 12.948436895313879, 103.27652159249016 12.948496335910127, 103.2769379651052 12.948573312060754, 103.27695580545381 12.9484610254358, 103.27702072283019 12.947870281851213, 103.27703813959918 12.947728458516726, 103.27485809450667 12.947508406552462, 103.27471971944796 12.94749452881873, 103.27418944381522 12.947441346409764, 103.27409865978623 12.948035028314612))"
AEA125,25/05/2023,,4.5,12.94788,103.27486,"POLYGON ((103.27409865978623 12.948035028314612, 103.27410894058556 12.948036594745222, 103.2747025817161 12.948130429929268, 103.27518993792393 12.948176704179485, 103.27518702255463 12.94824604084261, 103.27507228943487 12.948486582159019, 103.27500394199964 12.948629874259018, 103.2750351458458 12.948701828324342, 103.27540312684808 12.948732962658987, 103.2754499638962 12.948659133459158, 103.27590278586526 12.948645515699308, 103.27616699555313 12.948637569729422, 103.27620007422985 12.948436895313879, 103.27652159249016 12.948496335910127, 103.2769379651052 12.948573312060754, 103.27695580545381 12.9484610254358, 103.27702072283019 12.947870281851213, 103.27703813959918 12.947728458516726, 103.27485809450667 12.947508406552462, 103.27471971944796 12.94749452881873, 103.27418944381522 12.947441346409764, 103.27409865978623 12.948035028314612))"
AEA127,28/05/2023,26/09/2023,6.64,12.97404,103.26398,"POLYGON ((103.2639877166222 12.973458128849119, 103.26393736221303 12.973461236685944, 103.26381288502935 12.973687700569482, 103.2637835907844 12.973860845871831, 103.26372522517228 12.974174995268928, 103.26368985530802 12.97438024265282, 103.26381933542228 12.974398412320276, 103.26393893684565 12.974415195673457, 103.26407581947925 12.974425292765474, 103.26417902952709 12.973889887635936, 103.26426196654047 12.97357704994906, 103.2639877166222 12.973458128849119))"
AEA127,30/09/2023,25/12/2023,6.38,12.97404,103.26398,"POLYGON ((103.2639877166222 12.973458128849119, 103.26393736221303 12.973461236685944, 103.26381288502935 12.973687700569482, 103.2637835907844 12.973860845871831, 103.26372522517228 12.974174995268928, 103.26368985530802 12.97438024265282, 103.26381933542228 12.974398412320276, 103.26393893684565 12.974415195673457, 103.26407581947925 12.974425292765474, 103.26417902952709 12.973889887635936, 103.26426196654047 12.97357704994906, 103.2639877166222 12.973458128849119))"
AEA128,02/10/2023,03/01/2024,6.16,12.97401,103.26849,"POLYGON ((103.26795516060108 12.974015213066748, 103.26793997051686 12.974180417396548, 103.26822758359314 12.97422939835681, 103.26877988315405 12.9743247772338, 103.268945620783 12.97434074589793, 103.26898742183306 12.973938474431527, 103.26871466935017 12.973884618760088, 103.26841995151608 12.973847453284545, 103.2679552616 12.973789257998833, 103.26795516060108 12.974015213066748))"
AEA128,09/10/2024,06/10/2024,5.64,12.97401,103.26849,"POLYGON ((103.26795516060108 12.974015213066748, 103.26793997051686 12.974180417396548, 103.26822758359314 12.97422939835681, 103.26877988315405 12.9743247772338, 103.268945620783 12.97434074589793, 103.26898742183306 12.973938474431527, 103.26871466935017 12.973884618760088, 103.26841995151608 12.973847453284545, 103.2679552616 12.973789257998833, 103.26795516060108 12.974015213066748))"
AEA128,20/05/2023,,5,12.97401,103.26849,"POLYGON ((103.26795516060108 12.974015213066748, 103.26793997051686 12.974180417396548, 103.26822758359314 12.97422939835681, 103.26877988315405 12.9743247772338, 103.268945620783 12.97434074589793, 103.26898742183306 12.973938474431527, 103.26871466935017 12.973884618760088, 103.26841995151608 12.973847453284545, 103.2679552616 12.973789257998833, 103.26795516060108 12.974015213066748))"
AEA128,26/07/2024,09/01/2025,8.42,12.97401,103.26849,"POLYGON ((103.26795516060108 12.974015213066748, 103.26793997051686 12.974180417396548, 103.26822758359314 12.97422939835681, 103.26877988315405 12.9743247772338, 103.268945620783 12.97434074589793, 103.26898742183306 12.973938474431527, 103.26871466935017 12.973884618760088, 103.26841995151608 12.973847453284545, 103.2679552616 12.973789257998833, 103.26795516060108 12.974015213066748))"
AEA129,01/10/2023,26/12/2023,6.46,12.97842,103.26535,"POLYGON ((103.26410550749577 12.977944755452116, 103.2640835645811 12.977938388724006, 103.26380050590743 12.977907417761113, 103.26356351347611 12.977872927569063, 103.2633657183621 12.97781267867034, 103.26324120009907 12.977763633197398, 103.26273620088897 12.977637812191624, 103.26275627806302 12.97783692456083, 103.26271729754188 12.978252796571843, 103.26319961023617 12.978330634927948, 103.2632399220584 12.978341044382514, 103.26345275373504 12.978371164429328, 103.26362574067001 12.978407905988202, 103.26376493456087 12.978422610741184, 103.26401982477061 12.97846449065068, 103.26420185941035 12.97850332666569, 103.264438783559 12.978547764820414, 103.26466718254652 12.978583727563818, 103.26500779585683 12.978642632534111, 103.26536406915953 12.978693988513895, 103.2656704914253 12.978732001432792, 103.26580690152288 12.978754339582125, 103.26591734526284 12.978125748538467, 103.26573910406933 12.978108999314344, 103.26524393747802 12.978055952201633, 103.26475806619231 12.978012915112323, 103.26427541211066 12.977956123178116, 103.26410768999364 12.977930921488786, 103.26410550749577 12.977944755452116))"
AEA129,18/10/2024,08/10/2024,5.38,12.97843,103.26535,"POLYGON ((103.26410550749577 12.977944755452116, 103.2640835645811 12.977938388724006, 103.26380050590743 12.977907417761113, 103.26356351347611 12.977872927569063, 103.2633657183621 12.97781267867034, 103.26324120009907 12.977763633197398, 103.26273620088897 12.977637812191624, 103.26275627806302 12.97783692456083, 103.26271729754188 12.978252796571843, 103.26319961023617 12.978330634927948, 103.2632399220584 12.978341044382514, 103.26345275373504 12.978371164429328, 103.26362574067001 12.978407905988202, 103.26376493456087 12.978422610741184, 103.26401982477061 12.97846449065068, 103.26420185941035 12.97850332666569, 103.264438783559 12.978547764820414, 103.26466718254652 12.978583727563818, 103.26500779585683 12.978642632534111, 103.26536406915953 12.978693988513895, 103.2656704914253 12.978732001432792, 103.26580690152288 12.978754339582125, 103.26591734526284 12.978125748538467, 103.26573910406933 12.978108999314344, 103.26524393747802 12.978055952201633, 103.26475806619231 12.978012915112323, 103.26427541211066 12.977956123178116, 103.26410768999364 12.977930921488786, 103.26410550749577 12.977944755452116))"
AEA129,25/05/2023,22/09/2023,7.5,12.97842,103.26535,"POLYGON ((103.26410550749577 12.977944755452116, 103.2640835645811 12.977938388724006, 103.26380050590743 12.977907417761113, 103.26356351347611 12.977872927569063, 103.2633657183621 12.97781267867034, 103.26324120009907 12.977763633197398, 103.26273620088897 12.977637812191624, 103.26275627806302 12.97783692456083, 103.26271729754188 12.978252796571843, 103.26319961023617 12.978330634927948, 103.2632399220584 12.978341044382514, 103.26345275373504 12.978371164429328, 103.26362574067001 12.978407905988202, 103.26376493456087 12.978422610741184, 103.26401982477061 12.97846449065068, 103.26420185941035 12.97850332666569, 103.264438783559 12.978547764820414, 103.26466718254652 12.978583727563818, 103.26500779585683 12.978642632534111, 103.26536406915953 12.978693988513895, 103.2656704914253 12.978732001432792, 103.26580690152288 12.978754339582125, 103.26591734526284 12.978125748538467, 103.26573910406933 12.978108999314344, 103.26524393747802 12.978055952201633, 103.26475806619231 12.978012915112323, 103.26427541211066 12.977956123178116, 103.26410768999364 12.977930921488786, 103.26410550749577 12.977944755452116))"
AEA129,28/06/2024,17/01/2025,5.67,12.97843,103.26535,"POLYGON ((103.26410550749577 12.977944755452116, 103.2640835645811 12.977938388724006, 103.26380050590743 12.977907417761113, 103.26356351347611 12.977872927569063, 103.2633657183621 12.97781267867034, 103.26324120009907 12.977763633197398, 103.26273620088897 12.977637812191624, 103.26275627806302 12.97783692456083, 103.26271729754188 12.978252796571843, 103.26319961023617 12.978330634927948, 103.2632399220584 12.978341044382514, 103.26345275373504 12.978371164429328, 103.26362574067001 12.978407905988202, 103.26376493456087 12.978422610741184, 103.26401982477061 12.97846449065068, 103.26420185941035 12.97850332666569, 103.264438783559 12.978547764820414, 103.26466718254652 12.978583727563818, 103.26500779585683 12.978642632534111, 103.26536406915953 12.978693988513895, 103.2656704914253 12.978732001432792, 103.26580690152288 12.978754339582125, 103.26591734526284 12.978125748538467, 103.26573910406933 12.978108999314344, 103.26524393747802 12.978055952201633, 103.26475806619231 12.978012915112323, 103.26427541211066 12.977956123178116, 103.26410768999364 12.977930921488786, 103.26410550749577 12.977944755452116))"
AEA13,10/05/2022,,2.34,12.97703,103.26641,"POLYGON ((103.26615914994395 12.976806959709311, 103.26613926038239 12.976974428318051, 103.26611666377434 12.97719468472893, 103.26615617419608 12.977236274448865, 103.26617925789873 12.977283494424627, 103.26620194378143 12.977388109417717, 103.26621809204259 12.977422655670106, 103.26627297810475 12.97744138880802, 103.26672580989958 12.977474598230787, 103.2667685511772 12.977148481562656, 103.26680001672287 12.976830708055498, 103.26659066523563 12.976805205865988, 103.26628311164399 12.976761829635864, 103.26616950212193 12.976771403897661, 103.26615914994395 12.976806959709311))"
AEA13,15/10/2022,,4.94,12.97703,103.26641,"POLYGON ((103.26615914994395 12.976806959709311, 103.26613926038239 12.976974428318051, 103.26611666377434 12.97719468472893, 103.26615617419608 12.977236274448865, 103.26617925789873 12.977283494424627, 103.26620194378143 12.977388109417717, 103.26621809204259 12.977422655670106, 103.26627297810475 12.97744138880802, 103.26672580989958 12.977474598230787, 103.2667685511772 12.977148481562656, 103.26680001672287 12.976830708055498, 103.26659066523563 12.976805205865988, 103.26628311164399 12.976761829635864, 103.26616950212193 12.976771403897661, 103.26615914994395 12.976806959709311))"
AEA130,06/06/2024,28/09/2024,4.46,12.96255,103.2619,"POLYGON ((103.26119048029531 12.962772811998732, 103.2613072146791 12.962817979073899, 103.26161000732208 12.96281387860481, 103.26192973255431 12.962843564086832, 103.26250154981616 12.962860561869263, 103.26257405796053 12.962813214396183, 103.26265560384522 12.96202549774352, 103.26149096933929 12.961995523743, 103.2614097180776 12.961995368714696, 103.26131725836898 12.962309787555423, 103.26118841187719 12.96230249751663, 103.26114763121387 12.962497208711875, 103.26110205851951 12.962739122169094, 103.26109866950264 12.962758629299541, 103.26119048029531 12.962772811998732))"
AEA130,10/10/2024,17/01/2025,6.08,12.96255,103.2619,"POLYGON ((103.26119048029531 12.962772811998732, 103.2613072146791 12.962817979073899, 103.26161000732208 12.96281387860481, 103.26192973255431 12.962843564086832, 103.26250154981616 12.962860561869263, 103.26257405796053 12.962813214396183, 103.26265560384522 12.96202549774352, 103.26149096933929 12.961995523743, 103.2614097180776 12.961995368714696, 103.26131725836898 12.962309787555423, 103.26118841187719 12.96230249751663, 103.26114763121387 12.962497208711875, 103.26110205851951 12.962739122169094, 103.26109866950264 12.962758629299541, 103.26119048029531 12.962772811998732))"
AEA130,11/06/2023,29/09/2023,4.92,12.96258,103.26184,"POLYGON ((103.26119048029531 12.962772811998732, 103.2613072146791 12.962817979073899, 103.26161000732208 12.96281387860481, 103.26192973255431 12.962843564086832, 103.26250154981616 12.962860561869263, 103.26257405796053 12.962813214396183, 103.26265560384522 12.96202549774352, 103.26149096933929 12.961995523743, 103.2614097180776 12.961995368714696, 103.26131725836898 12.962309787555423, 103.26118841187719 12.96230249751663, 103.26114763121387 12.962497208711875, 103.26110205851951 12.962739122169094, 103.26109866950264 12.962758629299541, 103.26119048029531 12.962772811998732))"
AEA130,5/10/2023,22/12/2023,5.73,12.96258,103.26184,"POLYGON ((103.26119048029531 12.962772811998732, 103.2613072146791 12.962817979073899, 103.26161000732208 12.96281387860481, 103.26192973255431 12.962843564086832, 103.26250154981616 12.962860561869263, 103.26257405796053 12.962813214396183, 103.26265560384522 12.96202549774352, 103.26149096933929 12.961995523743, 103.2614097180776 12.961995368714696, 103.26131725836898 12.962309787555423, 103.26118841187719 12.96230249751663, 103.26114763121387 12.962497208711875, 103.26110205851951 12.962739122169094, 103.26109866950264 12.962758629299541, 103.26119048029531 12.962772811998732))"
AEA131,06/06/2024,26/10/2024,7.02,12.9599,103.26084,"POLYGON ((103.26064911566203 12.960041704290582, 103.26063177443578 12.960116603677026, 103.2608424760366 12.96015856733208, 103.26096990362069 12.960180655466692, 103.2610149643228 12.960172765429666, 103.2610313310897 12.959863503912304, 103.26106884738472 12.95951745558475, 103.26104867529897 12.95950613712072, 103.26071702638082 12.95944019462521, 103.2606902278029 12.959434866184592, 103.26064911566203 12.960041704290582))"
AEA131,11/10/2024,17/01/2025,5.4,12.9599,103.26084,"POLYGON ((103.26064911566203 12.960041704290582, 103.26063177443578 12.960116603677026, 103.2608424760366 12.96015856733208, 103.26096990362069 12.960180655466692, 103.2610149643228 12.960172765429666, 103.2610313310897 12.959863503912304, 103.26106884738472 12.95951745558475, 103.26104867529897 12.95950613712072, 103.26071702638082 12.95944019462521, 103.2606902278029 12.959434866184592, 103.26064911566203 12.960041704290582))"
AEA132,06/06/2024,05/10/2024,4.36,12.96158,103.26074,"POLYGON ((103.26072859479923 12.96154596096584, 103.26073661962869 12.961654496002721, 103.26073645683354 12.961823304125454, 103.26077472987507 12.961844708034016, 103.26084919867613 12.961921605543505, 103.26095939220636 12.961940175562146, 103.26105264111135 12.96198030066561, 103.26108660844585 12.961808334749145, 103.26112729140011 12.961680609817291, 103.26118160258383 12.961360119960943, 103.26101047496611 12.961310189159567, 103.26089883949052 12.961289354405888, 103.26069764899577 12.96127616600934, 103.26072859479923 12.96154596096584))"
